index,TMDBid,desc,img,imgSmall,title,title,trailer,allGenres,duration
39,371370,"This movie is very different from the previous TV specials (Dragon Ball Z: Bardock - The Father of Goku and Dragon Ball Z: The History of Trunks), as it is a look back at what had happened in Dragon Ball Z in 1993.  In this film, which is believed to take place some time around the 25th World Martial Arts Tournament, Gohan and Goten are having a hot bath outside in the middle of winter. Goku (who is still dead) suddenly appears in front of his sons with the help of his Instant Transmission, and joins them in the tub. While there, the three Saiyans reflect back on the events that occurred during the Cell Games. Inside the house after Chi-Chi appeared, Goku tells his sons about Pikkon and the Other World Tournament.  Later, the four members of the Son family appear dressed nicely. Gohan says that the adult division of the Tournament will begin this next year (in 1994), and the special comes to an end.",,/sOtvIOc65gmDdrAk3Eg01oH4gZY.jpg,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Looking Back at it All: The Dragon Ball Z Year-End Show!,False,,5
40,39254,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,Real Steel,Real Steel,False,,127
41,8966,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,Twilight,Twilight,False,,122
42,216015,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",/nxnRRlj19nhMzratcB2eSknKZNp.jpg,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,Fifty Shades of Grey,Fifty Shades of Grey,False,,125
43,61979,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",/2Mq10FWFbxoYgsZysWlw7T9wSNe.jpg,/fcFz2xEZodKOxHDn9DazxPYHDSc.jpg,Tres metros sobre el cielo,Three Steps Above Heaven,False,,122
44,597,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",/yDI6D5ZQh67YU4r2ms8qcSbAviZ.jpg,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Titanic,Titanic,False,,194
45,228150,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,Fury,Fury,False,,135
46,348893,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",/gqN5Z1yMhZQ9qW4YnYpeL8epwlM.jpg,/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg,Boyka: Undisputed IV,Boyka: Undisputed IV,False,,87
47,296096,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",/7jjwdoIVPJp7gcDo9uE1sVZi2Rs.jpg,/oo2Q3T8juOYFh2G1YJ3oSMAfUyq.jpg,Me Before You,Me Before You,False,,110
48,182026,"Oona, a recent graduate in anthropology, has returned to her dead mother’s seaside cottage in southern England to prepare it for sale. Her arrival disturbs Mani, a wary vagrant who has been squatting on the property.",,/4TKdguyacjYrC1Hnbi3PjSP8r3M.jpg,Stranger Things,Stranger Things,False,,77
49,315635,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",/tTlAA0REGPXSZPBfWyTW9ipIv1I.jpg,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,Spider-Man: Homecoming,Spider-Man: Homecoming,False,,133
50,372058,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",/mMtUybQ6hL24FXo0F3Z4j2KG7kZ.jpg,/q719jXXEzOoYaps6babgKnONONX.jpg,君の名は。,Your Name.,False,,106
51,24021,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",/r4OqScx7hVXsG1obaJjJKJNaxHT.jpg,/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,False,,124
52,50014,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg,/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,The Help,The Help,False,,146
53,453354,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",/daOd8KBGDdsOhVdzXB3KU5fgBd2.jpg,/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,Ava,Ava,False,,106
54,106646,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",/blbA7NEHARQOWy5i9VF5K2kHrPc.jpg,/pWHf4khOloNVfCxscsXFj3jj6gP.jpg,The Wolf of Wall Street,The Wolf of Wall Street,False,,180
55,8587,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,The Lion King,The Lion King,False,,89
56,324786,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg,Hacksaw Ridge,Hacksaw Ridge,False,,139
57,112355,"A wealthy author's second wife begins to suspect that her 12-year old stepson may have murdered his mother, who mysteriously died in a bathtub accident.",/eKYX2Mz8XYzdwAKSEaIH22RO6nt.jpg,/nlPRui4dWzg33YehRrUojxFJUFk.jpg,Diabólica malicia,What the Peeper Saw,False,,89
58,381284,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,Hidden Figures,Hidden Figures,False,,127
59,744,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",/am0wHjplG1YynuDWz2LPWx5V9kJ.jpg,/56XAyRDe8UpeAb7QKdqyERpXhTM.jpg,Top Gun,Top Gun,False,,110
60,10144,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,/bZbBTrefbgTvVK8CN56zKIHNomI.jpg,/Amwq3yJP4VblXUptDAV7S13smCd.jpg,The Little Mermaid,The Little Mermaid,False,,83
61,330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",/AoSZyb37ljMAxw0RdeQEBHKtgcc.jpg,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,Frozen II,Frozen II,False,,103
62,109445,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,Frozen,Frozen,False,,102
63,809,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/g1EsYgp8GbdztpodCCa2n7xxc5S.jpg,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,Shrek 2,Shrek 2,False,,93
64,425,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",/mCVQ2cZmGkAHG2Q3fDZTQA1YzeI.jpg,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,Ice Age,Ice Age,False,,81
