index,TMDBid,desc,img,imgSmall,title,title,trailer,allGenres,duration
165,607383,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",/eqVgQwv8HfDN2tv4XWhqW5GryV4.jpg,/wB8qqLIaYDkYEnjbS5hAJiTuYU6.jpg,Aquaslash,Aquaslash,False,,72
166,23823,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",/jncviKGvFlxdeh6vYWe9g4LmG3j.jpg,/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead,False,,91
167,72331,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",/o66gNgpf82INdT047Aboul5plKo.jpg,/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,False,,94
168,25769,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",/2351A6j2YJjuKstEyZl9uObpMrm.jpg,/jxjnjHtHXgvjdhkwpelE9ZwVMg6.jpg,Carriers,Carriers,False,,84
169,611651,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.",/lch8GEMczkpRabis40Uhw8zkVA9.jpg,/p0OgWKpcRYboZOmuozorfvQt0qL.jpg,Sator,Sator,False,,85
170,270303,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",/ikaRI4yMxKOje5SmOlAhOBUnicL.jpg,/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg,It Follows,It Follows,False,,101
171,159211,"After a divorce, Sophia moves to the south of Italy with her daughter, Helena. Their new home, an apartment within an austere building of the fascist age, is a chance for them to start a new life. But inside an old storage room hides a mysterious closet and a buried secret. After the loss of Helena’s first baby tooth, a chilling obsession begins and an apparition haunts her sleep...",/uEWCi9fc89m9qS5SNshlvxkSsLJ.jpg,/iB8rf8FYHGlrbmLybCo6Mpg8hNt.jpg,The Haunting of Helena,The Haunting of Helena,False,,87
172,259693,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,/4mfFtlGeInPrQVm1hpv7th02yjx.jpg,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,The Conjuring 2,The Conjuring 2,False,,134
173,72190,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",/zxpEFyKDxaU8kjMB3vWao7B5V2p.jpg,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,World War Z,World War Z,False,,116
174,119698,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,/nAhKxK8inVjHeHAw6W2xkQjdbh5.jpg,/rUAsgohDDBWLb24FyxdjEZQPava.jpg,The Dinosaur Project,The Dinosaur Project,False,,83
175,22894,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",/jGyIsNQBQ17G92ZxuTErrMl6W1e.jpg,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,Legion,Legion,False,,100
176,346910,"When a young child accidentally triggers extraterrestrial hunters to return to Earth, a ragtag crew of ex-soldiers and scientists join forces to prevent the end of the human race.",/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg,The Predator,The Predator,False,,107
177,138843,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,The Conjuring,The Conjuring,False,,112
178,474350,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",/8moTOzunF7p40oR5XhlDvJckOSW.jpg,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,It Chapter Two,It Chapter Two,False,,169
179,112355,"A wealthy author's second wife begins to suspect that her 12-year old stepson may have murdered his mother, who mysteriously died in a bathtub accident.",/eKYX2Mz8XYzdwAKSEaIH22RO6nt.jpg,/nlPRui4dWzg33YehRrUojxFJUFk.jpg,Diabólica malicia,What the Peeper Saw,False,,89
180,10674,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country - and win the heart of the handsome Captain Li Shang.",/rFxWhQB3JmmwCU5kcQQFrnpzGtF.jpg,/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg,Mulan,Mulan,False,,88
181,9820,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",/mrYJ0ijgaxjHKAs0ybNYxyfP8l5.jpg,/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,The Parent Trap,The Parent Trap,False,,128
182,32657,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",/q4PPJDf9zgo2cTQY27yl4KZhLSP.jpg,/vayx5t1cYCpBGV9ylTGn0Sr9rA2.jpg,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,False,,118
183,10144,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,/bZbBTrefbgTvVK8CN56zKIHNomI.jpg,/Amwq3yJP4VblXUptDAV7S13smCd.jpg,The Little Mermaid,The Little Mermaid,False,,83
184,109445,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,Frozen,Frozen,False,,102
185,809,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/g1EsYgp8GbdztpodCCa2n7xxc5S.jpg,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,Shrek 2,Shrek 2,False,,93
186,425,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",/mCVQ2cZmGkAHG2Q3fDZTQA1YzeI.jpg,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,Ice Age,Ice Age,False,,81
187,177572,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",/wURLf7FW0WYytXl9aeYu5dTbmAT.jpg,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,Big Hero 6,Big Hero 6,False,,102
188,2062,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,/npHNjldbeTHdKKw28bJKs7lzqzj.jpg,Ratatouille,Ratatouille,False,,111
189,863,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,Toy Story 2,Toy Story 2,False,,92
190,808,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/2at55O0N9cXwr5fW9bfM8WG5pAi.jpg,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,Shrek,Shrek,False,,90
191,674,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,False,,157
192,75258,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,/wBfvAZ9y5D2HjtHKiLiwsTxP8iu.jpg,/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg,Secret of the Wings,Secret of the Wings,False,,92
193,585,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",/c7VbRPlev1bRfKvTxr98erw5T7B.jpg,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,"Monsters, Inc.","Monsters, Inc.",False,,92
194,8587,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,The Lion King,The Lion King,False,,89
195,14836,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",/hofnlIyF6bePkgQOpcuRWLvzf15.jpg,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,Coraline,Coraline,False,,100
196,18095,"Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever.",/sLCN5b2WYsYkWMrMMCnRHGv1VEO.jpg,/vjqcrp7nQGUVkVWeJR3HUAj0AyR.jpg,ドラゴンボールGT 悟空外伝! 勇気の証しは四星球(スーシンチュウ),Dragon Ball GT: A Hero's Legacy,False,,45
197,118,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,False,,115
198,862,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,Toy Story,Toy Story,False,,81
199,354912,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,Coco,Coco,False,,105
200,72431,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",/k0q6OmVjVsMIocC3ovjh1Vzgx7J.jpg,/jiORLnBsGcVcqIibkGBE213zAyh.jpg,Red Tails,Red Tails,False,,125
201,476968,"Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",/euAMcJLG26pW1kv4kPEtVEwwroQ.jpg,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,"Paul, Apostle of Christ","Paul, Apostle of Christ",False,,108
202,378108,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",/mNOB5JoW1imvdGrZ52RGZgJCop0.jpg,/9Z4H4M2F8OQTB04YC1Opds8MFBb.jpg,この世界の片隅に,In This Corner of the World,False,,130
203,652,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",/qZitv5zrSXfJafGThxmvbvTsuu5.jpg,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg,Troy,Troy,False,,163
204,502581,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",/x53rt95zFbCjfFidDsH6kukMiWz.jpg,/1Qk9eD3ZqmJ7V8bB28H7gUd1FPg.jpg,Nada a Perder,Nothing to Lose,False,,130
205,7214,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",/n4CvA50GBtIPrSqCl8nMNZCliYI.jpg,/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg,Coach Carter,Coach Carter,False,,136
206,407439,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",/hvdRLJSKy2a3Ulzrl1Wlnqq2pKZ.jpg,/7IBGsaUXMol2K8I1BTBgxEBuS6y.jpg,Mary Magdalene,Mary Magdalene,False,,120
207,857,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",/3E5pvJLNEz5WmYWl6GfFW8hEVV3.jpg,/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg,Saving Private Ryan,Saving Private Ryan,False,,169
208,277216,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",/wKmG0Fuasb9HUD3jgwQamGb5sAq.jpg,/1CiLJx8Xtv3TbbFj6k7BboSmKgC.jpg,Straight Outta Compton,Straight Outta Compton,False,,147
209,14574,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",/fcDdXbrg2N4j9t9DOptpxcWuIXL.jpg,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,False,,94
210,6844,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",/rKiNFQYpe0qPbVKkBWbUJAVtNl.jpg,/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,The Ten Commandments,The Ten Commandments,False,,220
211,300168,"Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.",/rnNkUJlo03a8D0utxiOrADstaMT.jpg,/suTAWYLIHAnkH2V4nC8t3AG7HjR.jpg,天將雄師,Dragon Blade,False,,127
212,300671,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,/4qnEeVPM8Yn5dIVC4k4yyjrUXeR.jpg,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,False,,144
213,424694,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",/93xA62uLd5CwMOAs37eQ7vPc1iV.jpg,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,Bohemian Rhapsody,Bohemian Rhapsody,False,,135
214,1579,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",/s8yphXScZsnvTFbSFE8rIG334vK.jpg,/cBFQsU1LDBEOl0Ik0cygeB6wCLE.jpg,Apocalypto,Apocalypto,False,,139
215,20662,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",/h7AKqgIh86HDgJIzENeR2ng1Knn.jpg,/9NS5QGOfck24yL3bZqWeW06PgPC.jpg,Robin Hood,Robin Hood,False,,140
216,54989,"Man remembers 48 crucial hours in his life when, as a child, he visited his mother, the favorite woman of an important politician, in a bordello owned by him, right before some important political changes in 1937 Brazil. In those hours, he discovers his own sexuality.",/y2TwGM0sR6SwVa1RaehLB5TxZr0.jpg,/qXwsEYqB2nFIEaCwhYkPbfv9nZ9.jpg,"Amor, Estranho Amor","Love, Strange Love",False,,123
217,28005,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",/gftDU03xnFig2yrNYrNFPCBMQZC.jpg,/dwbLcEPIjVISly6DW8GLX8vsZlE.jpg,Kama Sutra: A Tale of Love,Kama Sutra: A Tale of Love,False,,117
218,324786,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg,Hacksaw Ridge,Hacksaw Ridge,False,,139
219,381284,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,Hidden Figures,Hidden Figures,False,,127
220,571891,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",/6ufHj6uqyje1ogAlCvRB54hcGgn.jpg,/xlO50h3EX1w99KGztTzsjQBwPfs.jpg,劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION,Pokemon the Movie: Mewtwo Strikes Back - Evolution,False,,98
221,439157,An extended version of Dragon Ball Z: Resurrection 'F featuring extra scenes where Future Trunks remembers the battle of Goku against Frieza and has a confrontation with Goku Black.,/qKTIpGVuYeuXIrokxxxedgELtdv.jpg,/fElTXRuElUkG7f4HtTfBWwsKkEQ.jpg,ドラゴンボールZ 復活の「F」 “未来”トランクス特別編,Dragon Ball Z: Resurrection 'F - Future Trunks Special Edition,False,,0
222,75258,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,/wBfvAZ9y5D2HjtHKiLiwsTxP8iu.jpg,/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg,Secret of the Wings,Secret of the Wings,False,,92
223,585,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",/c7VbRPlev1bRfKvTxr98erw5T7B.jpg,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,"Monsters, Inc.","Monsters, Inc.",False,,92
224,8587,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,The Lion King,The Lion King,False,,89
225,39106,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",/1I8QhrrHKaxGE3e0f2S75kqrxd9.jpg,/A0VKJ6eRIubW6wH4eAwcpQfjoRD.jpg,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,Dragon Ball Z: Bio-Broly,False,,50
226,14836,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",/hofnlIyF6bePkgQOpcuRWLvzf15.jpg,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,Coraline,Coraline,False,,100
227,20982,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",/mUC2BS04DlszdqJQ9vz9MFuPiDd.jpg,/vDkct38sSFSWJIATlfJw0l3QOIR.jpg,劇場版 NARUTO -ナルト- 疾風伝,Naruto Shippuden the Movie,False,,94
228,34433,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",/eN1TMy5hT72G2v92x5cNM5trdFv.jpg,/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg,ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,Dragon Ball Z: Broly – The Legendary Super Saiyan,False,,70
229,18095,"Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever.",/sLCN5b2WYsYkWMrMMCnRHGv1VEO.jpg,/vjqcrp7nQGUVkVWeJR3HUAj0AyR.jpg,ドラゴンボールGT 悟空外伝! 勇気の証しは四星球(スーシンチュウ),Dragon Ball GT: A Hero's Legacy,False,,45
230,347201,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",/fy8bBNQyKtRnznm3G3QWdu2wIC8.jpg,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,BORUTO -NARUTO THE MOVIE-,Boruto: Naruto the Movie,False,,95
231,592350,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",/9guoVF7zayiiUq5ulKQpt375VIy.jpg,/zGVbrulkupqpbwgiNedkJPyQum4.jpg,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,My Hero Academia: Heroes Rising,False,,104
